severity,category,check,file,line,element,measure_n,staff_n,layer_n,xml_id,message,expected,actual,context
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,7996,layer,101,4,,c1w18a8x,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,8001,layer,101,4,,h1l3x3ut,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,8014,layer,101,5,,r1gbym9c,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,8023,layer,102,1,,b8vsem1,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,8066,layer,102,3,,eo2i17f,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,8073,layer,102,4,,k1sjvqcs,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,8084,layer,102,4,,t1oy6b92,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,8098,layer,102,5,,es9leyq,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,8108,layer,103,1,,n19p6ttw,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,8149,layer,103,3,,tqvcbzv,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,8156,layer,103,4,,uc20p9n,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,8171,layer,103,4,,e1t0994m,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,8187,layer,103,5,,ng3f4tp,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,8201,layer,104,1,,y3touh4,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,8246,layer,104,3,,i1a62ers,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,8253,layer,104,4,,d1l6wqbq,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,8268,layer,104,4,,pkm1x07,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,8284,layer,104,5,,csuc3sd,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,8304,layer,105,1,,j19020po,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,8331,layer,105,3,,a1n9rif4,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,8338,layer,105,4,,vl7w1w0,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,8353,layer,105,4,,hc4t7ja,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,8363,layer,105,5,,m1lg9eh7,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,8390,layer,106,1,,s136y9vl,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,8417,layer,106,3,,si1i44b,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,8424,layer,106,4,,f11wh9jt,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,8435,layer,106,4,,p1b61f21,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,8445,layer,106,5,,w1eel0aj,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,9476,layer,119,1,,t11ew380,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,9479,layer,119,1,,x1vr4rqs,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,9489,layer,119,3,,h1gnojh,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,9494,layer,119,4,,ap5a3wg,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,9503,layer,119,5,,h12qa4ww,Layer is underfull against the active meter.,64/3,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_overfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,9736,layer,123,2,,w1hhz2ab,Layer is overfull against the active meter.,16,33/2,
warning,rhythm,layer_duration_overfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,11154,layer,139,2,,busv68x,Layer is overfull against the active meter.,16,17,
warning,rhythm,layer_duration_overfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,11739,layer,144,1,,c6rwyh9,Layer is overfull against the active meter.,16,17,
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,13515,layer,157,4,,u7g6na,Layer is underfull against the active meter.,16,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,14939,layer,166,1,,dq1njeh,Layer is underfull against the active meter.,16,15,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_overfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,15087,layer,167,1,,k1ix4ktb,Layer is overfull against the active meter.,16,17,
warning,rhythm,empty_layer,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,15500,layer,170,4,,r1w68ri8,Layer contains no timed musical events.,,,
warning,rhythm,missing_duration,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,15501,chord,170,4,1.0,xhord,Timed event has no usable written @dur value.,,,
warning,rhythm,layer_duration_overfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,15535,layer,171,2,,w1oeqig4,Layer is overfull against the active meter.,24,28,
warning,rhythm,layer_duration_overfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,15553,layer,171,4,,so7m03s,Layer is overfull against the active meter.,24,28,
warning,rhythm,layer_duration_underfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,15760,layer,173,4,,v1ium1my,Layer is underfull against the active meter.,24,12,No <space> found in this layer; a missing space/rest is a likely cause.
warning,rhythm,layer_duration_overfull,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,15841,layer,174,5,,j1iijlef,Layer is overfull against the active meter.,24,28,
info,terms,corpus_term_spelling_variants,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,9523,tempo,120,1,,f24324,Corpus uses spelling/punctuation variants of the same normalized musical term.,adagio,Adagio | Adagio.,
info,terms,term_spelling_variants_in_file,11_buxtehude_sonatas_final/buxtehude_op2_05_sonata_a_major_corr.mei,9523,tempo,120,1,,f24324,Same normalized musical term appears with spelling/punctuation variants in this file.,,Adagio | Adagio.,
